Column1;index;stress;reaction_time;id_user;physical_activity;airplane_mode;surrounding_sound;screen;battery_level;completion_time;day_of_week;mobile_data;delivery_time;wifi;interruptibility_level;stress_level;charge_status;notification_ringtone;current_activity;priority_current_activity;id_user_1;attention_level;emotions;timestamp;interaction_others
109;205;0;14/12/2023 14:11;YmIggFiYE0bKQH45D32l;0;0;78.36899567;0;77;14/12/2023 14:11;4;1;14/12/2023 14:05;1;3;2;0;2;3;2;YmIggFiYE0bKQH45D32l;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};14/12/2023 14:05;-1
283;207;1;6/12/2023 14:05;x34qiVGIqBRhVKKzWz9T;0;0;70.24835205;0;76;6/12/2023 14:05;3;0;6/12/2023 14:04;1;3;2;0;2;1;4;x34qiVGIqBRhVKKzWz9T;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};6/12/2023 14:04;-1
10;208;0;5/12/2023 16:03;IRe1FM7QipWVKWTEORJu;1;0;90.30873108;0;74;5/12/2023 16:03;2;0;5/12/2023 15:55;1;4;5;0;2;9;3;IRe1FM7QipWVKWTEORJu;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};5/12/2023 15:55;-1
79;209;0;18/12/2023 11:50;U1pFqzoeTEI4roTUtXRE;0;0;64.92996979;0;70;18/12/2023 11:50;1;0;18/12/2023 11:42;1;3;5;0;2;8;3;U1pFqzoeTEI4roTUtXRE;3;{'fearful': 0.0002860874143916482, 'disgusted': 0.04332578967876416, 'angry': 0.19647695408275465, 'sad': 0.48744085166030204, 'surprised': 0.001625132311812212, 'neutral': 0.2665968007999114, 'happy': 0.0042483823053553};18/12/2023 11:42;0
248;211;0;22/11/2023 10:19;szRMTRYT7Yt33RjxB53V;0;0;68.03490448;0;71;22/11/2023 10:19;3;0;22/11/2023 10:19;1;4;1;0;2;8;4;szRMTRYT7Yt33RjxB53V;3;{'fearful': 0.002171248183362737, 'disgusted': 0.02066404073611855, 'angry': 0.22207746944250933, 'sad': 0.12640310672625835, 'surprised': 0.0004350679031763112, 'neutral': 0.4877841451567145, 'happy': 0.14046492353793566};22/11/2023 10:19;0
59;214;0;16/01/2024 14:02;TVapOofLiAEkGDH28N6X;1;0;81.38077545;0;89;16/01/2024 14:02;2;1;16/01/2024 13:55;1;5;5;0;2;2;1;TVapOofLiAEkGDH28N6X;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};16/01/2024 13:55;-1
5;217;0;30/11/2023 10:42;Ep2LC68YIjMF97rWUWRW;0;0;70.75134277;0;87;30/11/2023 10:42;4;0;30/11/2023 10:42;1;3;1;0;2;9;3;Ep2LC68YIjMF97rWUWRW;3;{'fearful': 0.00828965167356597, 'disgusted': 0.0010895020867715867, 'angry': 0.03830508180803599, 'sad': 0.3768521692077576, 'surprised': 0.002607696335718302, 'neutral': 0.5548311083724625, 'happy': 0.018024786340686806};30/11/2023 10:42;0
41;218;0;27/11/2023 15:49;Sh5dn1jKmJfX7NtRSf78;0;0;77.48847198;0;57;27/11/2023 15:49;1;0;27/11/2023 15:49;1;4;2;0;2;7;2;Sh5dn1jKmJfX7NtRSf78;3;{'fearful': 0.013287215607538674, 'disgusted': 0.0026493234300263846, 'angry': 0.17125859310181107, 'sad': 0.14569369578098956, 'surprised': 0.05836841512735547, 'neutral': 0.5938164008299024, 'happy': 0.014926384858932402};27/11/2023 15:48;0
264;219;0;11/12/2023 09:26;vv3rbjOggOgrA7nCX4Gx;0;0;66.63664246;0;81;11/12/2023 09:26;1;0;11/12/2023 09:26;1;4;2;0;2;8;4;vv3rbjOggOgrA7nCX4Gx;3;{'fearful': 0.0015671662822759336, 'disgusted': 0.006165994056715363, 'angry': 0.38584890926722437, 'sad': 0.19011447567027062, 'surprised': 0.0003742808594182634, 'neutral': 0.35565378330647945, 'happy': 0.06027540005379706};11/12/2023 09:26;0
156;224;0;13/12/2023 10:15;bH4H8otePZ9isvYLDACq;0;0;65.20619965;0;62;13/12/2023 10:15;3;0;13/12/2023 10:13;1;5;2;0;2;9;3;bH4H8otePZ9isvYLDACq;3;{'fearful': 0.004025145722535071, 'disgusted': 0.0011853184194914738, 'angry': 0.008549219958893073, 'sad': 0.10946442666678464, 'surprised': 0.09453605858531473, 'neutral': 0.7566077094180166, 'happy': 0.02563212489896424};13/12/2023 10:13;0
102;227;0;6/12/2023 10:26;XgGpKa0LW74g5jxci1DF;1;0;77.58421326;0;58;6/12/2023 10:26;3;0;6/12/2023 10:25;1;4;4;0;2;9;4;XgGpKa0LW74g5jxci1DF;3;{'fearful': 0.004889444780981368, 'disgusted': 0.0009853551071702124, 'angry': 0.13429548867749805, 'sad': 0.19978995841497985, 'surprised': 0.002337454266335743, 'neutral': 0.6529657508318241, 'happy': 0.004736539546617389};6/12/2023 10:25;0
56;228;0;17/01/2024 11:09;TVapOofLiAEkGDH28N6X;0;0;65.46928406;0;56;17/01/2024 11:09;3;0;17/01/2024 11:08;1;2;5;0;2;5;5;TVapOofLiAEkGDH28N6X;3;{'fearful': 0.00022479748967575431, 'disgusted': 0.011327392292608351, 'angry': 0.10197287054288609, 'sad': 0.2929907954854116, 'surprised': 0.00040460731768234833, 'neutral': 0.5472234544038657, 'happy': 0.045856073554949715};17/01/2024 11:08;0
38;230;0;4/12/2023 11:11;Sh5dn1jKmJfX7NtRSf78;0;0;66.82077026;1;53;4/12/2023 11:11;1;0;4/12/2023 11:09;1;5;2;0;2;3;2;Sh5dn1jKmJfX7NtRSf78;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};4/12/2023 11:08;-1
132;232;0;16/01/2024 15:59;a4WMbN9tbZerp3MnLsRP;1;0;66.88391113;0;80;16/01/2024 15:59;2;1;16/01/2024 15:58;0;2;5;0;2;3;4;a4WMbN9tbZerp3MnLsRP;3;{'fearful': 0.0002076416005623274, 'disgusted': 0.0004228964572744588, 'angry': 0.007684318896079074, 'sad': 0.03641131421783131, 'surprised': 0.0030825924819105747, 'neutral': 0.9280694905254577, 'happy': 0.0241217384998625};16/01/2024 15:58;0
101;233;0;6/12/2023 11:01;XgGpKa0LW74g5jxci1DF;0;0;76.73913574;0;54;6/12/2023 11:01;3;0;6/12/2023 11:01;1;5;5;0;2;9;5;XgGpKa0LW74g5jxci1DF;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};6/12/2023 11:00;-1
253;234;0;15/11/2023 10:01;szRMTRYT7Yt33RjxB53V;1;0;66.12420654;0;71;15/11/2023 10:01;3;0;15/11/2023 10:01;1;4;2;0;2;7;2;szRMTRYT7Yt33RjxB53V;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};15/11/2023 10:01;-1
271;235;0;7/12/2023 10:14;vv3rbjOggOgrA7nCX4Gx;0;0;90.30873108;0;96;7/12/2023 10:15;4;0;7/12/2023 10:14;1;3;1;0;2;9;3;vv3rbjOggOgrA7nCX4Gx;3;{'fearful': 0.000850109668615802, 'disgusted': 0.019557357253940748, 'angry': 0.01819588933793215, 'sad': 0.03880809396846785, 'surprised': 0.011009501656524702, 'neutral': 0.8452307403645896, 'happy': 0.0663483084061661};7/12/2023 10:14;0
146;236;0;15/12/2023 11:54;bH4H8otePZ9isvYLDACq;0;0;57.88631821;1;85;15/12/2023 11:54;5;0;15/12/2023 11:54;1;5;5;0;2;3;1;bH4H8otePZ9isvYLDACq;3;{'fearful': 2.9505370831957206e-05, 'disgusted': 0.000767677919445448, 'angry': 0.0021783229101926664, 'sad': 0.2949464333225758, 'surprised': 0.01391022700784106, 'neutral': 0.6724110148273982, 'happy': 0.01575683389791475};15/12/2023 11:54;0
21;237;0;21/11/2023 13:30;SAOXbQtictzpnIbCFZv1;0;0;69.19689178;0;87;21/11/2023 13:30;2;0;21/11/2023 13:28;1;4;2;0;2;6;2;SAOXbQtictzpnIbCFZv1;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};21/11/2023 13:27;-1
255;238;0;11/12/2023 16:10;vv3rbjOggOgrA7nCX4Gx;0;0;61.49633026;0;52;11/12/2023 16:10;1;0;11/12/2023 16:10;1;2;3;0;1;7;3;vv3rbjOggOgrA7nCX4Gx;3;{'fearful': 6.790466040594115e-05, 'disgusted': 0.001551990722039894, 'angry': 0.08993843772138159, 'sad': 0.0571866304089781, 'surprised': 0.0015849160913982512, 'neutral': 0.5479137003421783, 'happy': 0.3017563934748372};11/12/2023 16:10;0
244;239;0;22/11/2023 12:19;szRMTRYT7Yt33RjxB53V;0;0;53.67893982;0;66;22/11/2023 12:19;3;0;22/11/2023 12:19;1;3;1;0;2;7;3;szRMTRYT7Yt33RjxB53V;3;{'fearful': 0.0003462711669719454, 'disgusted': 0.0012544474011519924, 'angry': 0.051964324064708, 'sad': 0.3663620663185914, 'surprised': 0.003954578023694921, 'neutral': 0.5116739546259244, 'happy': 0.06444438236455123};22/11/2023 12:19;0
88;241;0;7/12/2023 11:45;XXc0xwy4ZQpL3SM8pfiZ;0;0;65.63430023;0;92;7/12/2023 11:45;4;0;7/12/2023 11:43;1;4;1;0;2;9;3;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 11:43;0
11;242;0;5/12/2023 15:30;IRe1FM7QipWVKWTEORJu;0;0;73.18691254;0;76;5/12/2023 15:31;2;0;5/12/2023 15:25;1;3;5;0;2;6;2;IRe1FM7QipWVKWTEORJu;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};5/12/2023 15:25;-1
113;243;0;14/12/2023 12:16;YmIggFiYE0bKQH45D32l;0;0;76.91312408;0;84;14/12/2023 12:16;4;0;14/12/2023 12:05;1;3;3;0;2;4;3;YmIggFiYE0bKQH45D32l;3;{'fearful': 0.0016668724847566944, 'disgusted': 0.0009218765185699248, 'angry': 0.05728668488510076, 'sad': 0.21346075084711846, 'surprised': 0.032433503908615054, 'neutral': 0.6851720745793761, 'happy': 0.009058233749030796};14/12/2023 12:05;0
191;245;0;13/12/2023 11:43;d7ovggO1a0MticyeQVG9;1;0;90.30873108;0;46;13/12/2023 11:43;3;1;13/12/2023 11:24;1;4;5;0;2;6;2;d7ovggO1a0MticyeQVG9;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};13/12/2023 11:24;-1
66;246;0;20/12/2023 11:30;U1pFqzoeTEI4roTUtXRE;0;0;64.72066498;0;27;20/12/2023 11:30;3;0;20/12/2023 11:30;1;2;2;0;2;7;4;U1pFqzoeTEI4roTUtXRE;3;{'fearful': 0.00020110110959153612, 'disgusted': 0.01545595096960459, 'angry': 0.17571946008639977, 'sad': 0.07408354401944534, 'surprised': 0.0059669870828458595, 'neutral': 0.7234160864506575, 'happy': 0.005156879722301923};20/12/2023 11:30;0
129;248;0;12/12/2023 10:06;YmIggFiYE0bKQH45D32l;1;0;82.52912903;0;92;12/12/2023 10:06;2;0;12/12/2023 09:50;1;3;4;0;1;9;4;YmIggFiYE0bKQH45D32l;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};12/12/2023 09:50;-1
140;250;0;16/01/2024 12:24;a4WMbN9tbZerp3MnLsRP;0;0;77.80953979;0;97;16/01/2024 12:24;2;0;16/01/2024 11:55;1;1;1;0;2;6;5;a4WMbN9tbZerp3MnLsRP;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};16/01/2024 11:55;-1
247;251;0;22/11/2023 10:49;szRMTRYT7Yt33RjxB53V;0;0;67.04750824;0;70;22/11/2023 10:49;3;0;22/11/2023 10:49;1;4;1;0;2;9;3;szRMTRYT7Yt33RjxB53V;3;{'fearful': 7.904552465896833e-07, 'disgusted': 0.005327794823488622, 'angry': 0.10809569669337096, 'sad': 0.16235866928741413, 'surprised': 0.00010888080741651555, 'neutral': 0.7053026936786905, 'happy': 0.018805469459824628};22/11/2023 10:49;0
72;252;0;19/12/2023 11:34;U1pFqzoeTEI4roTUtXRE;0;0;61.48169708;0;41;19/12/2023 11:34;2;0;19/12/2023 11:31;1;3;4;0;2;8;4;U1pFqzoeTEI4roTUtXRE;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};19/12/2023 11:31;-1
103;253;0;6/12/2023 09:56;XgGpKa0LW74g5jxci1DF;1;0;80.52985382;0;60;6/12/2023 09:56;3;0;6/12/2023 09:55;1;2;4;0;2;9;4;XgGpKa0LW74g5jxci1DF;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};6/12/2023 09:55;-1
296;254;1;24/11/2023 10:58;yKRSZtXXsS8BkhepdZhy;0;0;90.30873108;0;91;24/11/2023 10:58;5;0;24/11/2023 10:57;1;5;5;0;2;7;2;yKRSZtXXsS8BkhepdZhy;3;{'fearful': 4.001109542262071e-05, 'disgusted': 0.0032527178050258954, 'angry': 0.010497423121705651, 'sad': 0.6869350364431739, 'surprised': 0.00016860585503764014, 'neutral': 0.28962386725470424, 'happy': 0.009482383517024573};24/11/2023 10:58;0
49;255;0;17/01/2024 17:06;TVapOofLiAEkGDH28N6X;0;0;72.40689087;0;40;17/01/2024 17:06;3;0;17/01/2024 16:58;1;5;4;0;2;6;1;TVapOofLiAEkGDH28N6X;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};17/01/2024 16:58;-1
105;256;0;14/12/2023 16:23;YmIggFiYE0bKQH45D32l;1;0;86.07860565;0;69;14/12/2023 16:23;4;0;14/12/2023 16:18;1;2;4;0;2;9;3;YmIggFiYE0bKQH45D32l;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};14/12/2023 16:18;-1
208;257;0;14/12/2023 11:17;erj1X6MFCo5o4NEboJb6;0;0;76.30491638;0;82;14/12/2023 11:20;4;1;14/12/2023 11:08;1;3;2;0;2;7;3;erj1X6MFCo5o4NEboJb6;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};14/12/2023 11:08;-1
144;258;0;15/12/2023 12:54;bH4H8otePZ9isvYLDACq;0;0;68.94005585;0;83;15/12/2023 12:54;5;0;15/12/2023 12:54;1;1;2;0;2;9;5;bH4H8otePZ9isvYLDACq;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};15/12/2023 12:54;-1
83;261;0;7/12/2023 14:13;XXc0xwy4ZQpL3SM8pfiZ;0;0;70.18673706;0;83;7/12/2023 14:14;4;0;7/12/2023 14:13;1;4;2;0;2;4;3;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 14:13;0
237;263;0;28/11/2023 11:28;gMoPizShoBD8dMUl4Phi;0;0;63.9511261;0;43;28/11/2023 11:28;2;0;28/11/2023 11:28;1;3;4;1;2;5;4;gMoPizShoBD8dMUl4Phi;3;{'fearful': 5.271766747751438e-06, 'disgusted': 0.00034577069962346877, 'angry': 0.0475222005003716, 'sad': 0.0414722071474775, 'surprised': 0.00034033893610538465, 'neutral': 0.9041841857103726, 'happy': 0.006130017320605277};28/11/2023 11:28;0
152;264;0;13/12/2023 12:17;bH4H8otePZ9isvYLDACq;1;0;90.18082428;1;54;13/12/2023 12:18;3;1;13/12/2023 12:17;1;2;5;0;2;12;3;bH4H8otePZ9isvYLDACq;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};13/12/2023 12:17;-1
48;266;1;27/11/2023 10:39;Sh5dn1jKmJfX7NtRSf78;0;0;52.01945877;0;76;27/11/2023 10:39;1;0;27/11/2023 10:39;1;1;5;0;2;3;4;Sh5dn1jKmJfX7NtRSf78;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};27/11/2023 10:39;-1
74;267;0;19/12/2023 10:31;U1pFqzoeTEI4roTUtXRE;0;0;64.41784668;0;44;19/12/2023 10:31;2;0;19/12/2023 10:31;1;4;3;0;2;3;2;U1pFqzoeTEI4roTUtXRE;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};19/12/2023 10:31;-1
73;272;0;19/12/2023 11:01;U1pFqzoeTEI4roTUtXRE;0;0;49.03572845;0;43;19/12/2023 11:01;2;0;19/12/2023 11:01;1;3;3;0;2;9;3;U1pFqzoeTEI4roTUtXRE;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};19/12/2023 11:01;-1
53;273;0;17/01/2024 12:43;TVapOofLiAEkGDH28N6X;1;0;78.35955811;0;52;17/01/2024 12:43;3;0;17/01/2024 12:38;1;5;5;0;2;6;1;TVapOofLiAEkGDH28N6X;3;{'fearful': 0.005974574881975178, 'disgusted': 0.016816005146150323, 'angry': 0.064593517305669, 'sad': 0.32451851419173183, 'surprised': 0.014017785928444935, 'neutral': 0.4992880078032613, 'happy': 0.07479158703548211};17/01/2024 12:38;0
242;274;0;22/11/2023 13:19;szRMTRYT7Yt33RjxB53V;0;0;63.25725937;0;64;22/11/2023 13:19;3;0;22/11/2023 13:19;1;4;1;0;2;8;4;szRMTRYT7Yt33RjxB53V;3;{'fearful': 0.0001315778645221144, 'disgusted': 0.0012418978149071336, 'angry': 0.2976078987121582, 'sad': 0.01437391433864832, 'surprised': 0.0020819681230932474, 'neutral': 0.5698019862174988, 'happy': 0.11476082354784012};22/11/2023 13:19;0
62;275;0;16/01/2024 12:04;TVapOofLiAEkGDH28N6X;0;0;67.24588013;0;93;16/01/2024 12:04;2;0;16/01/2024 12:03;1;4;5;0;2;4;2;TVapOofLiAEkGDH28N6X;3;{'fearful': 8.845641435803936e-05, 'disgusted': 0.00011616656685095308, 'angry': 0.05456136818305243, 'sad': 0.21883376980148844, 'surprised': 0.0005697116191699619, 'neutral': 0.7224233724871361, 'happy': 0.00340715430392229};16/01/2024 12:03;0
127;276;0;12/12/2023 12:17;YmIggFiYE0bKQH45D32l;1;0;71.05580139;0;84;12/12/2023 12:18;2;0;12/12/2023 12:05;1;4;3;0;2;1;2;YmIggFiYE0bKQH45D32l;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};12/12/2023 12:05;-1
245;277;0;22/11/2023 11:49;szRMTRYT7Yt33RjxB53V;0;0;54.5345459;0;67;22/11/2023 11:49;3;0;22/11/2023 11:49;1;3;1;0;2;9;3;szRMTRYT7Yt33RjxB53V;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};22/11/2023 11:49;-1
141;278;0;16/01/2024 11:26;a4WMbN9tbZerp3MnLsRP;0;0;74.55570221;0;98;16/01/2024 11:26;2;0;16/01/2024 11:26;1;4;1;0;2;4;3;a4WMbN9tbZerp3MnLsRP;3;{'fearful': 0.0010255883684169612, 'disgusted': 0.0007329363076969363, 'angry': 0.015041895006978865, 'sad': 0.052950133684707544, 'surprised': 0.023562770738586453, 'neutral': 0.8887832606150233, 'happy': 0.0179034125912079};16/01/2024 11:25;0
187;280;0;13/12/2023 14:19;d7ovggO1a0MticyeQVG9;0;0;71.28147888;0;30;13/12/2023 14:19;3;1;13/12/2023 14:19;1;4;2;0;2;1;3;d7ovggO1a0MticyeQVG9;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};13/12/2023 14:19;-1
55;282;0;17/01/2024 11:38;TVapOofLiAEkGDH28N6X;0;0;77.43145752;0;55;17/01/2024 11:39;3;0;17/01/2024 11:38;1;5;5;0;2;7;2;TVapOofLiAEkGDH28N6X;3;{'fearful': 0.006177225965260773, 'disgusted': 0.004355451175758144, 'angry': 0.1417025223500227, 'sad': 0.39144654987523186, 'surprised': 0.00011753419356270893, 'neutral': 0.45465214906009627, 'happy': 0.0015485752248353558};17/01/2024 11:38;0
243;283;0;22/11/2023 12:49;szRMTRYT7Yt33RjxB53V;0;0;55.07165909;0;65;22/11/2023 12:49;3;0;22/11/2023 12:49;1;3;1;0;2;7;3;szRMTRYT7Yt33RjxB53V;-1;{'fearful': 3.0997978494456957e-06, 'disgusted': 0.0732476500231769, 'angry': 0.40877993777394295, 'sad': 0.003280178571003489, 'surprised': 0.0006949481958145043, 'neutral': 0.4883214980363846, 'happy': 0.025672641349956393};22/11/2023 12:49;0
64;284;0;20/12/2023 12:34;U1pFqzoeTEI4roTUtXRE;0;0;64.2170639;0;24;20/12/2023 12:34;3;0;20/12/2023 12:30;1;2;3;0;2;8;4;U1pFqzoeTEI4roTUtXRE;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};20/12/2023 12:30;-1
154;285;0;13/12/2023 11:18;bH4H8otePZ9isvYLDACq;0;0;85.63929749;0;57;13/12/2023 11:18;3;1;13/12/2023 11:17;1;5;5;0;2;12;2;bH4H8otePZ9isvYLDACq;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};13/12/2023 11:17;-1
176;287;0;30/11/2023 11:02;cyDWpmMeasocMsZotTDW;0;0;61.3115921;0;89;30/11/2023 11:02;4;0;30/11/2023 11:01;1;3;4;0;2;9;4;cyDWpmMeasocMsZotTDW;3;{'fearful': 0.00023203989955280935, 'disgusted': 0.00016993537840695493, 'angry': 0.2757208222427315, 'sad': 0.11583264116068338, 'surprised': 0.002650313172639258, 'neutral': 0.5857072314950201, 'happy': 0.019687007557065858};30/11/2023 11:02;0
87;288;0;7/12/2023 12:15;XXc0xwy4ZQpL3SM8pfiZ;0;0;58.72021484;1;90;7/12/2023 12:15;4;0;7/12/2023 12:13;1;3;1;0;2;9;3;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 12:13;0
31;291;1;17/11/2023 12:52;SAOXbQtictzpnIbCFZv1;0;0;66.54718018;0;41;17/11/2023 12:52;5;0;17/11/2023 12:49;1;4;5;0;2;7;2;SAOXbQtictzpnIbCFZv1;3;{'fearful': 2.7362246583090277e-12, 'disgusted': 4.867954372933525e-10, 'angry': 2.021473477498148e-07, 'sad': 9.851832238894076e-09, 'surprised': 7.859396333742552e-08, 'neutral': 0.9999995231628418, 'happy': 7.765930831737933e-08};17/11/2023 12:49;0
182;292;1;15/12/2023 13:43;d7ovggO1a0MticyeQVG9;1;0;85.99537659;0;95;15/12/2023 13:43;5;1;15/12/2023 13:23;1;3;5;0;2;1;4;d7ovggO1a0MticyeQVG9;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};15/12/2023 13:23;-1
293;295;0;24/11/2023 12:28;yKRSZtXXsS8BkhepdZhy;0;0;84.45484924;0;87;24/11/2023 12:28;5;0;24/11/2023 12:27;1;1;5;0;2;9;5;yKRSZtXXsS8BkhepdZhy;3;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};24/11/2023 12:28;-1
89;296;0;7/12/2023 11:13;XXc0xwy4ZQpL3SM8pfiZ;0;0;71.49220276;0;93;7/12/2023 11:13;4;0;7/12/2023 11:13;1;3;3;0;2;9;4;XXc0xwy4ZQpL3SM8pfiZ;3;{'fearful': 4.864389598589751e-14, 'disgusted': 2.099271201316809e-09, 'angry': 1.3097773262415994e-05, 'sad': 0.0002902103587985037, 'surprised': 5.277993153640641e-08, 'neutral': 0.9996965527534476, 'happy': 8.360319725397849e-08};7/12/2023 11:13;0
34;297;0;17/11/2023 10:49;SAOXbQtictzpnIbCFZv1;0;0;63.40523148;0;46;17/11/2023 10:49;5;0;17/11/2023 10:48;1;4;3;0;2;8;3;SAOXbQtictzpnIbCFZv1;2;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};17/11/2023 10:49;-1
58;298;0;16/01/2024 15:49;TVapOofLiAEkGDH28N6X;1;0;67.1281662;0;82;16/01/2024 15:49;2;0;16/01/2024 15:48;1;3;0;0;2;9;3;TVapOofLiAEkGDH28N6X;3;{'fearful': 1.7431293631911608e-05, 'disgusted': 0.007500971375599543, 'angry': 0.01349027113466515, 'sad': 0.038214834783154565, 'surprised': 0.003147926654830623, 'neutral': 0.770354997498991, 'happy': 0.16727357985488048};16/01/2024 15:48;0
98;300;0;6/12/2023 13:08;XgGpKa0LW74g5jxci1DF;1;0;79.35657501;0;46;6/12/2023 13:08;3;0;6/12/2023 12:50;1;2;5;0;2;1;2;XgGpKa0LW74g5jxci1DF;-1;{'fearful': 0, 'disgusted': 0, 'angry': 0, 'sad': 0, 'surprised': 0, 'neutral': 0, 'happy': 0};6/12/2023 12:50;-1
